NaN^NaN^ZlCSsWS07JulSBIQlrbF5w^Champaign, IL^['University of Illinois - Urbana-Champaign']^-88.2433829^NaN^NaN^NaN^True^['Hotels & Travel', 'Taxis', 'Limos', 'Transportation']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Champaign^2^Black Cab & Limo^[]^http://www.yelp.com/biz/black-cab-and-limo-champaign^NaN^NaN^IL^5.0^40.1164204^business^NaN
NaN^NaN^L5GxxxW2kHXqbb9c6wA1ww^San Luis Obispo, CA 93403^['California Polytechnic State University']^-120.66^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media4.ak.yelpcdn.com/bphoto/Q6rpCE2geIfz5RHC62F2lA/ms.jpg^San Luis Obispo^2^Brittany App : Photographer & Vagabond^[]^http://www.yelp.com/biz/brittany-app-photographer-and-vagabond-san-luis-obispo-2^NaN^NaN^CA^5.0^35.28^business^NaN
NaN^NaN^mk0Hp0sLSG1aNG_lXT0Blg^Champaign, IL 61820^['University of Illinois - Urbana-Champaign']^-88.2412504^NaN^NaN^NaN^True^['Food', 'Street Vendors', 'Barbeque', 'Restaurants']^http://s3-media4.ak.yelpcdn.com/bphoto/lwsw4L5BxyrBnscQsjaUEQ/ms.jpg^Champaign^2^Bar-B-Q Heaven^[]^http://www.yelp.com/biz/bar-b-q-heaven-champaign^NaN^NaN^IL^4.0^40.1063691^business^NaN
NaN^NaN^et0tmr3f3bdZIBfKOwCySQ^Blacksburg, VA 24060^['Virginia Tech']^-80.4139393^NaN^NaN^NaN^True^['Professional Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Blacksburg^2^Magnifico Photography^[]^http://www.yelp.com/biz/magnifico-photography-blacksburg^NaN^NaN^VA^5.0^37.2295733^business^NaN
NaN^NaN^8Ys7NYxwSXbnQvgnomUNTQ^West Lafayette, IN 47996^['Purdue University']^-86.8751^NaN^NaN^NaN^True^['Hotels & Travel', 'Taxis', 'Transportation']^http://s3-media3.ak.yelpcdn.com/bphoto/frmKkbI4AozmgPRq8zbmmQ/ms.jpg^West Lafayette^3^Hey Taxi^[]^http://www.yelp.com/biz/hey-taxi-west-lafayette-3^NaN^NaN^IN^2.0^40.4167^business^NaN
NaN^NaN^xWGn7oqLOZu_00H8pZOtsQ^Urbana, IL^['University of Illinois - Urbana-Champaign']^-88.2072697^NaN^NaN^NaN^True^['Food', 'Street Vendors']^http://s3-media4.ak.yelpcdn.com/bphoto/1CaFps1Fu5mfhV57DSNYNg/ms.jpg^Urbana^4^Cracked The Egg Came First^[]^http://www.yelp.com/biz/cracked-the-egg-came-first-urbana^NaN^NaN^IL^5.0^40.1105875^business^NaN
NaN^NaN^sv-yOSEionzcUzHifPtHXw^Lafayette, IN 47909^['Purdue University']^-86.8857861^NaN^NaN^NaN^True^['Home Cleaning', 'Professional Services', 'Window Washing', 'Office Cleaning', 'Home Services']^http://s3-media2.ak.yelpcdn.com/bphoto/zK55Mof5hP7ICmgb0tWjHA/ms.jpg^Lafayette^3^Kleenin It Up LLC^[]^http://www.yelp.com/biz/kleenin-it-up-llc-lafayette^NaN^NaN^IN^5.0^40.3759696^business^NaN
NaN^NaN^axPZazfSZFnynOV52mbe2Q^Stanford, CA^['Stanford University']^-122.1660756^NaN^NaN^NaN^True^['Hotels & Travel', 'Transportation']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Stanford^5^Zipcar^[]^http://www.yelp.com/biz/zipcar-stanford^NaN^NaN^CA^2.5^37.424106^business^NaN
NaN^NaN^Ao7lyljfdSzZTIvat0dryA^Ithaca, NY 14850^['Cornell University']^-76.5018807^NaN^NaN^NaN^True^['Shopping Centers', 'Shopping', 'Local Flavor']^http://s3-media1.ak.yelpcdn.com/bphoto/QpYgOYSvJs60e41sOes2TA/ms.jpg^Ithaca^4^Ithaca Commons^[]^http://www.yelp.com/biz/ithaca-commons-ithaca^NaN^NaN^NY^3.5^42.4439614^business^NaN
NaN^NaN^4T7yBnAHJZD-1vTeD9WLyQ^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/5Frf9V1cEZFbabM5LtDNYg/ms.jpg^San Luis Obispo^3^Sabina Miklowitz Photography^[]^http://www.yelp.com/biz/sabina-miklowitz-photography-san-luis-obispo-2^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^O490X1x1Rm_5AyUskalD2w^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Wedding Planning', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/7dDVBqNonNr1NV9Cq-Rgzw/ms.jpg^San Luis Obispo^5^A Heart to Heart Wedding Consultant^[]^http://www.yelp.com/biz/a-heart-to-heart-wedding-consultant-san-luis-obispo^NaN^NaN^CA^4.0^35.2827524^business^NaN
NaN^NaN^oQMA9FrrVQn0qjehVH05zw^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Education', 'Private Tutors']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Claremont^2^Chen Math & Chem^[]^http://www.yelp.com/biz/chen-math-and-chem-claremont^NaN^NaN^CA^5.0^34.0966764^business^NaN
NaN^NaN^GN7Rlbs044Pi2mx0Cj-a5g^San Luis Obispo, CA 93401^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Shades & Blinds', 'Home Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^2^Budget Blinds^[]^http://www.yelp.com/biz/budget-blinds-san-luis-obispo^NaN^NaN^CA^3.0^35.2827524^business^NaN
NaN^NaN^cJnqZ42axqh9cwan2srvzw^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.658035278^NaN^NaN^NaN^True^['Landscaping', 'Home Services']^http://s3-media2.ak.yelpcdn.com/bphoto/mwBBwVQzDRuTGdmLtQLU_Q/ms.jpg^San Luis Obispo^2^Left Side Landscape^[]^http://www.yelp.com/biz/left-side-landscape-san-luis-obispo^NaN^NaN^CA^5.0^35.2854242399^business^NaN
NaN^NaN^M6_uH4RizgCh1Ou9-4m9Nw^Lafayette, IN 47907^['Purdue University']^-86.91608^NaN^NaN^NaN^True^['Active Life', 'Hiking']^http://s3-media1.ak.yelpcdn.com/bphoto/UhhWDx_IQkNeBeeiOhPPvw/ms.jpg^Lafayette^3^Wabash Heritage Trail^[]^http://www.yelp.com/biz/wabash-heritage-trail-lafayette^NaN^NaN^IN^3.5^40.4220971^business^NaN
NaN^NaN^lJJXxpq9P4gTnGy-JwBAbQ^San Luis Obispo, CA 93401^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Active Life']^http://s3-media4.ak.yelpcdn.com/bphoto/Es4LsYupeb6Cam3nuzZBqg/ms.jpg^San Luis Obispo^3^City to Sea Half Marathon and 5K^[]^http://www.yelp.com/biz/city-to-sea-half-marathon-and-5k-san-luis-obispo^NaN^NaN^CA^4.5^35.2827524^business^NaN
NaN^NaN^P9sTaK4GDtd8Q7IHTrH3kA^La Jolla, CA 92093^['University of California - San Diego']^-117.2308668^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/QB7rgVqvXqfQi2K0o6lquw/ms.jpg^La Jolla^5^Allie Lindsey Photography^[]^http://www.yelp.com/biz/allie-lindsey-photography-la-jolla^NaN^NaN^CA^5.0^32.8772223^business^NaN
NaN^NaN^7rL2yM06fso0lcsx-xKtgA^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media3.ak.yelpcdn.com/bphoto/oN_6L1oZCwl89UWkNZjR5g/ms.jpg^San Luis Obispo^5^Danielle Capito Photography^[]^http://www.yelp.com/biz/danielle-capito-photography-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^d_Uh4R6Rsh8_UDXwvuTpkA^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Local Services', 'Community Service/Non-Profit', 'Cannabis Clinics', 'Health and Medical']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^2^Canna Express^[]^http://www.yelp.com/biz/canna-express-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
