NaN^NaN^ZlCSsWS07JulSBIQlrbF5w^Champaign, IL^['University of Illinois - Urbana-Champaign']^-88.2433829^NaN^NaN^NaN^True^['Hotels & Travel', 'Taxis', 'Limos', 'Transportation']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Champaign^2^Black Cab & Limo^[]^http://www.yelp.com/biz/black-cab-and-limo-champaign^NaN^NaN^IL^5.0^40.1164204^business^NaN
NaN^NaN^L5GxxxW2kHXqbb9c6wA1ww^San Luis Obispo, CA 93403^['California Polytechnic State University']^-120.66^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media4.ak.yelpcdn.com/bphoto/Q6rpCE2geIfz5RHC62F2lA/ms.jpg^San Luis Obispo^2^Brittany App : Photographer & Vagabond^[]^http://www.yelp.com/biz/brittany-app-photographer-and-vagabond-san-luis-obispo-2^NaN^NaN^CA^5.0^35.28^business^NaN
NaN^NaN^mk0Hp0sLSG1aNG_lXT0Blg^Champaign, IL 61820^['University of Illinois - Urbana-Champaign']^-88.2412504^NaN^NaN^NaN^True^['Food', 'Street Vendors', 'Barbeque', 'Restaurants']^http://s3-media4.ak.yelpcdn.com/bphoto/lwsw4L5BxyrBnscQsjaUEQ/ms.jpg^Champaign^2^Bar-B-Q Heaven^[]^http://www.yelp.com/biz/bar-b-q-heaven-champaign^NaN^NaN^IL^4.0^40.1063691^business^NaN
NaN^NaN^et0tmr3f3bdZIBfKOwCySQ^Blacksburg, VA 24060^['Virginia Tech']^-80.4139393^NaN^NaN^NaN^True^['Professional Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Blacksburg^2^Magnifico Photography^[]^http://www.yelp.com/biz/magnifico-photography-blacksburg^NaN^NaN^VA^5.0^37.2295733^business^NaN
NaN^NaN^8Ys7NYxwSXbnQvgnomUNTQ^West Lafayette, IN 47996^['Purdue University']^-86.8751^NaN^NaN^NaN^True^['Hotels & Travel', 'Taxis', 'Transportation']^http://s3-media3.ak.yelpcdn.com/bphoto/frmKkbI4AozmgPRq8zbmmQ/ms.jpg^West Lafayette^3^Hey Taxi^[]^http://www.yelp.com/biz/hey-taxi-west-lafayette-3^NaN^NaN^IN^2.0^40.4167^business^NaN
NaN^NaN^xWGn7oqLOZu_00H8pZOtsQ^Urbana, IL^['University of Illinois - Urbana-Champaign']^-88.2072697^NaN^NaN^NaN^True^['Food', 'Street Vendors']^http://s3-media4.ak.yelpcdn.com/bphoto/1CaFps1Fu5mfhV57DSNYNg/ms.jpg^Urbana^4^Cracked The Egg Came First^[]^http://www.yelp.com/biz/cracked-the-egg-came-first-urbana^NaN^NaN^IL^5.0^40.1105875^business^NaN
NaN^NaN^sv-yOSEionzcUzHifPtHXw^Lafayette, IN 47909^['Purdue University']^-86.8857861^NaN^NaN^NaN^True^['Home Cleaning', 'Professional Services', 'Window Washing', 'Office Cleaning', 'Home Services']^http://s3-media2.ak.yelpcdn.com/bphoto/zK55Mof5hP7ICmgb0tWjHA/ms.jpg^Lafayette^3^Kleenin It Up LLC^[]^http://www.yelp.com/biz/kleenin-it-up-llc-lafayette^NaN^NaN^IN^5.0^40.3759696^business^NaN
NaN^NaN^axPZazfSZFnynOV52mbe2Q^Stanford, CA^['Stanford University']^-122.1660756^NaN^NaN^NaN^True^['Hotels & Travel', 'Transportation']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Stanford^5^Zipcar^[]^http://www.yelp.com/biz/zipcar-stanford^NaN^NaN^CA^2.5^37.424106^business^NaN
NaN^NaN^Ao7lyljfdSzZTIvat0dryA^Ithaca, NY 14850^['Cornell University']^-76.5018807^NaN^NaN^NaN^True^['Shopping Centers', 'Shopping', 'Local Flavor']^http://s3-media1.ak.yelpcdn.com/bphoto/QpYgOYSvJs60e41sOes2TA/ms.jpg^Ithaca^4^Ithaca Commons^[]^http://www.yelp.com/biz/ithaca-commons-ithaca^NaN^NaN^NY^3.5^42.4439614^business^NaN
NaN^NaN^4T7yBnAHJZD-1vTeD9WLyQ^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/5Frf9V1cEZFbabM5LtDNYg/ms.jpg^San Luis Obispo^3^Sabina Miklowitz Photography^[]^http://www.yelp.com/biz/sabina-miklowitz-photography-san-luis-obispo-2^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^O490X1x1Rm_5AyUskalD2w^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Wedding Planning', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/7dDVBqNonNr1NV9Cq-Rgzw/ms.jpg^San Luis Obispo^5^A Heart to Heart Wedding Consultant^[]^http://www.yelp.com/biz/a-heart-to-heart-wedding-consultant-san-luis-obispo^NaN^NaN^CA^4.0^35.2827524^business^NaN
NaN^NaN^oQMA9FrrVQn0qjehVH05zw^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Education', 'Private Tutors']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Claremont^2^Chen Math & Chem^[]^http://www.yelp.com/biz/chen-math-and-chem-claremont^NaN^NaN^CA^5.0^34.0966764^business^NaN
NaN^NaN^GN7Rlbs044Pi2mx0Cj-a5g^San Luis Obispo, CA 93401^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Shades & Blinds', 'Home Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^2^Budget Blinds^[]^http://www.yelp.com/biz/budget-blinds-san-luis-obispo^NaN^NaN^CA^3.0^35.2827524^business^NaN
NaN^NaN^cJnqZ42axqh9cwan2srvzw^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.658035278^NaN^NaN^NaN^True^['Landscaping', 'Home Services']^http://s3-media2.ak.yelpcdn.com/bphoto/mwBBwVQzDRuTGdmLtQLU_Q/ms.jpg^San Luis Obispo^2^Left Side Landscape^[]^http://www.yelp.com/biz/left-side-landscape-san-luis-obispo^NaN^NaN^CA^5.0^35.2854242399^business^NaN
NaN^NaN^M6_uH4RizgCh1Ou9-4m9Nw^Lafayette, IN 47907^['Purdue University']^-86.91608^NaN^NaN^NaN^True^['Active Life', 'Hiking']^http://s3-media1.ak.yelpcdn.com/bphoto/UhhWDx_IQkNeBeeiOhPPvw/ms.jpg^Lafayette^3^Wabash Heritage Trail^[]^http://www.yelp.com/biz/wabash-heritage-trail-lafayette^NaN^NaN^IN^3.5^40.4220971^business^NaN
NaN^NaN^lJJXxpq9P4gTnGy-JwBAbQ^San Luis Obispo, CA 93401^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Active Life']^http://s3-media4.ak.yelpcdn.com/bphoto/Es4LsYupeb6Cam3nuzZBqg/ms.jpg^San Luis Obispo^3^City to Sea Half Marathon and 5K^[]^http://www.yelp.com/biz/city-to-sea-half-marathon-and-5k-san-luis-obispo^NaN^NaN^CA^4.5^35.2827524^business^NaN
NaN^NaN^P9sTaK4GDtd8Q7IHTrH3kA^La Jolla, CA 92093^['University of California - San Diego']^-117.2308668^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/QB7rgVqvXqfQi2K0o6lquw/ms.jpg^La Jolla^5^Allie Lindsey Photography^[]^http://www.yelp.com/biz/allie-lindsey-photography-la-jolla^NaN^NaN^CA^5.0^32.8772223^business^NaN
NaN^NaN^7rL2yM06fso0lcsx-xKtgA^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media3.ak.yelpcdn.com/bphoto/oN_6L1oZCwl89UWkNZjR5g/ms.jpg^San Luis Obispo^5^Danielle Capito Photography^[]^http://www.yelp.com/biz/danielle-capito-photography-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^d_Uh4R6Rsh8_UDXwvuTpkA^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Local Services', 'Community Service/Non-Profit', 'Cannabis Clinics', 'Health and Medical']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^2^Canna Express^[]^http://www.yelp.com/biz/canna-express-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^TQMSIyKf1W6uD4pGi6n-cQ^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Food', 'Donuts']^http://s3-media2.ak.yelpcdn.com/bphoto/NJD1QGUIcca_OL04lKsSAg/ms.jpg^San Luis Obispo^3^Sugar Lips Mini Donuts^[]^http://www.yelp.com/biz/sugar-lips-mini-donuts-san-luis-obispo^NaN^NaN^CA^4.5^35.2827524^business^NaN
NaN^NaN^SjFAUjXTbLZQKk6bgk36kA^Champaign, IL 61820^['University of Illinois - Urbana-Champaign']^-88.2412504^NaN^NaN^NaN^True^['Home Cleaning', 'Home Services']^http://s3-media1.ak.yelpcdn.com/bphoto/GXPTpl1LvLKwPRSeBQzEmg/ms.jpg^Champaign^3^Clean Houses C U^[]^http://www.yelp.com/biz/clean-houses-c-u-champaign^NaN^NaN^IL^5.0^40.1166102^business^NaN
NaN^NaN^M-qZO33MIDgx9S9q9M4lBw^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^False^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/N4WvBGYDqtTDyFC3rTXZdA/ms.jpg^Claremont^6^Kerry Rodgers Photography^[]^http://www.yelp.com/biz/kerry-rodgers-photography-claremont^NaN^NaN^CA^5.0^34.0966764^business^NaN
NaN^NaN^CRwwQ3XweXewLPOceeHu_g^Annapolis, MD 20764^['University of Maryland - College Park']^-76.9400446^NaN^NaN^NaN^True^['Tires', 'Automotive']^http://s3-media3.ak.yelpcdn.com/bphoto/V1hZP8a2n01ogJOK1pG2Lg/ms.jpg^Annapolis^11^Maryland Tire and Wheel^[]^http://www.yelp.com/biz/maryland-tire-and-wheel-annapolis^NaN^NaN^MD^4.5^38.9822502^business^NaN
NaN^NaN^usNNgZYg18ucpqhOK9XeJQ^Cohoes, NY 12047^['Rensselaer Polytechnic Institute']^-73.7001187^NaN^NaN^NaN^True^['Pet Services', 'Pet Boarding/Pet Sitting', 'Pets']^http://s3-media3.ak.yelpcdn.com/bphoto/CU1Z9A1SpkBUom75dMhHkg/ms.jpg^Cohoes^2^Top Cat Pet Care^[]^http://www.yelp.com/biz/top-cat-pet-care-cohoes^NaN^NaN^NY^5.0^42.7742446^business^NaN
NaN^NaN^Q_KmjsAxmXEccFBvrsKN_g^Amherst, MA^['University of Massachusetts - Amherst']^-72.523143^NaN^NaN^NaN^True^['Colleges & Universities', 'Education']^http://s3-media2.ak.yelpcdn.com/bphoto/2iP58H33baQOUHdJi4swCg/ms.jpg^Amherst^6^Du Bois Library^[]^http://www.yelp.com/biz/du-bois-library-amherst^NaN^NaN^MA^5.0^42.3803676^business^NaN
NaN^NaN^dazjs-4il07Qq5gf-hOleg^Carrboro, NC^['University of North Carolina - Chapel Hill']^-79.0752895^NaN^NaN^NaN^True^['Food Stands', 'Sandwiches', 'Restaurants']^http://s3-media2.ak.yelpcdn.com/bphoto/qUrq-5JSFksOTgqaHq8YRQ/ms.jpg^Carrboro^3^Big City Sandwiches^[]^http://www.yelp.com/biz/big-city-sandwiches-carrboro^NaN^NaN^NC^2.5^35.9101438^business^NaN
NaN^NaN^GhViuGdDMbhIwj2JzC707w^Pasadena, CA 91125^['California Institute of Technology']^-118.1261661^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media3.ak.yelpcdn.com/bphoto/pv0_vb1UNoTvJcSiMW1MHQ/ms.jpg^Pasadena^4^Emma Wyatt Photography^[]^http://www.yelp.com/biz/emma-wyatt-photography-pasadena^NaN^NaN^CA^5.0^34.1336814^business^NaN
NaN^NaN^TVd309_EA8KN1lgR9UuFlQ^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Food', 'Arts & Entertainment', 'Wineries']^http://s3-media2.ak.yelpcdn.com/bphoto/wTgr8uSrV0SLOxNdWRZyLA/ms.jpg^San Luis Obispo^3^Picnic in the Vines^[]^http://www.yelp.com/biz/picnic-in-the-vines-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^ytC-k9WusC-H6VrjHt3vhA^Ann Arbor, MI^['University of Michigan - Ann Arbor']^-83.733276^NaN^NaN^NaN^True^[]^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Ann Arbor^3^Zipcar^[]^http://www.yelp.com/biz/zipcar-ann-arbor^NaN^NaN^MI^2.5^42.277416^business^NaN
NaN^NaN^4xdg-49HIJC_dgjPktuKaA^San Luis Obispo, CA 93406^['California Polytechnic State University']^-120.66^NaN^NaN^NaN^True^['Hotels & Travel', 'Tours', 'Limos', 'Transportation']^http://s3-media1.ak.yelpcdn.com/bphoto/1C7BmmAn1Derj91MCcjlFg/ms.jpg^San Luis Obispo^2^California Star Limousine Service Inc.^[]^http://www.yelp.com/biz/california-star-limousine-service-inc-san-luis-obispo-2^NaN^NaN^CA^2.0^35.28^business^NaN
NaN^NaN^1YW_208GTEtLuJeFTqQvlg^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Food', 'Bakeries']^http://s3-media1.ak.yelpcdn.com/bphoto/rjaqSiQh---pviB176afWA/ms.jpg^San Luis Obispo^3^Cake Cathedral^[]^http://www.yelp.com/biz/cake-cathedral-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^S506FIQdswKA0anIlQSF_g^Palo Alto, CA 94309^['Stanford University']^-122.17^NaN^NaN^NaN^True^['Food', 'Coffee & Tea', 'Event Planning & Services', 'Caterers']^http://s3-media1.ak.yelpcdn.com/bphoto/tGniI2diOkfOgzjQwNKgWA/ms.jpg^Palo Alto^7^Caffe Carrello^[]^http://www.yelp.com/biz/caffe-carrello-palo-alto-2^NaN^NaN^CA^5.0^37.42^business^NaN
NaN^NaN^wfZmw9CA0f6dEGUz366jig^Princeton, NJ 08544^['Princeton University']^-74.678749^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/o_mEE4hRFmQrYho2tMFFKA/ms.jpg^Princeton^2^Ted Nghiem Photography^[]^http://www.yelp.com/biz/ted-nghiem-photography-princeton-3^NaN^NaN^NJ^3.0^40.3502502^business^NaN
NaN^NaN^UrzVmRtI0MBO2sQC_WdD4A^Philadelphia, PA 19127^['University of Pennsylvania']^-75.1831907269^NaN^NaN^NaN^True^['Public Services & Government']^http://s3-media2.ak.yelpcdn.com/bphoto/V8UaQu9XienAyopfgRpQhQ/ms.jpg^Philadelphia^3^Schuylkill Expressway^[]^http://www.yelp.com/biz/schuylkill-expressway-philadelphia^NaN^NaN^PA^2.0^39.9620128271^business^NaN
NaN^NaN^RY21kOFC_Dv8aOhG4LFBeQ^Ann Arbor, MI 48103^['University of Michigan - Ann Arbor']^-83.733276^NaN^NaN^NaN^True^['Local Services', 'Appliances & Repair']^http://s3-media2.ak.yelpcdn.com/bphoto/QVXSkcRrFE81wuPAGky8tQ/ms.jpg^Ann Arbor^3^Rite-Temp Refrigeration^[]^http://www.yelp.com/biz/rite-temp-refrigeration-ann-arbor^NaN^NaN^MI^4.5^42.277416^business^NaN
NaN^NaN^nDer0ZOM-x8xTGlFybWViQ^San Luis Obispo, CA 93403^['California Polytechnic State University']^-120.66^NaN^NaN^NaN^True^['Local Services', 'Community Service/Non-Profit']^http://s3-media3.ak.yelpcdn.com/bphoto/Pz5oPzYZYBDlbVUrDgh7VQ/ms.jpg^San Luis Obispo^3^Partners in Equestrian Therapy^[]^http://www.yelp.com/biz/partners-in-equestrian-therapy-san-luis-obispo^NaN^NaN^CA^5.0^35.28^business^NaN
NaN^NaN^uPvM9by48kKU_070aZTioQ^Ithaca, NY 14850^['Cornell University']^-76.5018807^NaN^NaN^NaN^True^['Couriers & Delivery Services', 'Local Services', 'Food', 'Food Delivery Services']^http://s3-media1.ak.yelpcdn.com/bphoto/iuGoB_L3mQcLjMutET63LQ/ms.jpg^Ithaca^2^Ithaca To Go^[]^http://www.yelp.com/biz/ithaca-to-go-ithaca^NaN^NaN^NY^3.0^42.4439614^business^NaN
NaN^NaN^eIDmHjFesf_mvhsc2Tm3gA^Princeton, NJ 08542^['Princeton University']^-74.660167^NaN^NaN^NaN^True^['Local Services', 'Child Care & Day Care']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Princeton^2^Mama's Best Friend^[]^http://www.yelp.com/biz/mamas-best-friend-princeton^NaN^NaN^NJ^4.5^40.351791^business^NaN
NaN^NaN^HdAxMfAlzXtJpwZn52SNyg^Ann Arbor, MI 48103^['University of Michigan - Ann Arbor']^-83.733276^NaN^NaN^NaN^True^['Painters', 'Home Services']^http://s3-media2.ak.yelpcdn.com/bphoto/J_2bN_TxRJkyuQIJay_ceQ/ms.jpg^Ann Arbor^4^Pinnacle House Painters^[]^http://www.yelp.com/biz/pinnacle-house-painters-ann-arbor^NaN^NaN^MI^3.0^42.277416^business^NaN
NaN^NaN^oaOhLSd0wLBh0TwDc4u1fg^Stanford, CA^['Stanford University']^-122.1660756^NaN^NaN^NaN^True^['Active Life', 'Amateur Sports Teams']^http://s3-media2.ak.yelpcdn.com/bphoto/n6aKPf77xqRUIUQcRFAMXQ/ms.jpg^Stanford^2^The Stanford Football Alumni Group^[]^http://www.yelp.com/biz/the-stanford-football-alumni-group-stanford^NaN^NaN^CA^5.0^37.424106^business^NaN
NaN^NaN^JGsp7JvzBy6OxI9vIemQUg^Ithaca, NY 14850^['Cornell University']^-76.4966071^NaN^NaN^NaN^True^['Japanese', 'Restaurants']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^Ithaca^12^Miyake^[]^http://www.yelp.com/biz/miyake-ithaca^NaN^NaN^NY^2.5^42.4406284^business^NaN
NaN^NaN^6jVX-dD_YxkREYcsSF8fcQ^San Luis Obispo, CA 93401^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Professional Services', 'Graphic Design']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^3^Ginici Studios^[]^http://www.yelp.com/biz/ginici-studios-san-luis-obispo^NaN^NaN^CA^4.5^35.2827524^business^NaN
NaN^NaN^xtqUd6rDqdhcgRFUlpaWKw^San Luis Obispo, CA 93403^['California Polytechnic State University']^-120.66^NaN^NaN^NaN^True^['Active Life', 'Performing Arts', 'Arts & Entertainment', 'Dance Studios', 'Fitness & Instruction']^http://s3-media1.ak.yelpcdn.com/bphoto/XHwZ73a2R3QgfU3FN0_0KQ/ms.jpg^San Luis Obispo^3^HopeDance^[]^http://www.yelp.com/biz/hopedance-san-luis-obispo^NaN^NaN^CA^3.5^35.28^business^NaN
NaN^NaN^A5-KK23sQLs80zSkk2ikMg^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Landscaping', 'Home Services', 'Contractors']^http://s3-media3.ak.yelpcdn.com/bphoto/ie7Vqc71Hg-4CiXfzrngYg/ms.jpg^Claremont^3^The Pond Pros of Southern California^[]^http://www.yelp.com/biz/the-pond-pros-of-southern-california-claremont-2^NaN^NaN^CA^3.5^34.0966764^business^NaN
NaN^NaN^4h_leULG3rWmfeYTTggswg^San Luis Obispo, CA 93405^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Pet Services', 'Dog Walkers', 'Pet Boarding/Pet Sitting', 'Pets']^http://s3-media2.ak.yelpcdn.com/bphoto/TmnS8alTBbsj4fy9y_3khw/ms.jpg^San Luis Obispo^2^Vanessa's Dog Sitting^[]^http://www.yelp.com/biz/vanessas-dog-sitting-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
NaN^NaN^Qxn26fUlD3e6QOgjt0T1nA^Stanford, CA 94305^['Stanford University']^-122.1660901^NaN^NaN^NaN^True^['Colleges & Universities', 'Education']^http://s3-media1.ak.yelpcdn.com/bphoto/Rj5VpPhPOH0aziTxbc5OTA/ms.jpg^Stanford^2^Stanford University School of Medicine^[]^http://www.yelp.com/biz/stanford-university-school-of-medicine-stanford^NaN^NaN^CA^4.0^37.426428^business^NaN
NaN^NaN^EZ2WuBwn4UUMwpC6ox9Zyg^Carrboro, NC 27510^['University of North Carolina - Chapel Hill']^-79.0814523^NaN^NaN^NaN^True^['Food', 'Coffee & Tea', 'Juice Bars & Smoothies']^http://s3-media3.ak.yelpcdn.com/bphoto/l2O6qY2qeIUtdhWW1GsdYQ/ms.jpg^Carrboro^2^Kona Chameleon^[]^http://www.yelp.com/biz/kona-chameleon-carrboro^NaN^NaN^NC^3.5^35.9107512^business^NaN
NaN^NaN^jWU6H2RVbLPmbML1cuYnDQ^Ithaca, NY^['Cornell University']^-76.5^NaN^NaN^NaN^True^['Photographers', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/bphoto/hQ-StMznCSnJEgCBJ2CSvg/ms.jpg^Ithaca^2^Ira Edelman Photography^[]^http://www.yelp.com/biz/ira-edelman-photography-ithaca^NaN^NaN^NY^5.0^42.4433333^business^NaN
NaN^NaN^KnhamF4BxOD9tcGF1Pt9wQ^Claremont, CA 91711^['Harvey Mudd College']^-117.7197785^NaN^NaN^NaN^True^['Skin Care', 'Beauty and Spas']^http://s3-media3.ak.yelpcdn.com/bphoto/n8-Pi0q3zXVnfNUkaGCRTw/ms.jpg^Claremont^2^Unearth Malee Organic Soaps^[]^http://www.yelp.com/biz/unearth-malee-organic-soaps-claremont-2^NaN^NaN^CA^5.0^34.0966764^business^NaN
NaN^NaN^Du6SkVBGkb7dqtCpdz-_Kg^San Luis Obispo, CA^['California Polytechnic State University']^-120.6596156^NaN^NaN^NaN^True^['Wedding Planning', 'Event Planning & Services']^http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif^San Luis Obispo^2^All Traditions^[]^http://www.yelp.com/biz/all-traditions-san-luis-obispo^NaN^NaN^CA^5.0^35.2827524^business^NaN
